ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms),ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms),ID,Tamanho,Trial,Conjunto,Estímulo,Verdadeiro/Falso,Resposta,Correto,Tempo(ms)
T0_4574_sternberg,6,128,BDKSHF,V,F,<rshift>,1,792,T1_4574_sternberg,6,128,RVNBTK,R,T,<lshift>,1,664,T2_4574_sternberg.csv,6,128,SCVTLG,G,T,<lshift>,1,1047
T0_4574_sternberg,6,129,BDKSHF,F,T,<lshift>,1,621,T1_4574_sternberg,6,129,RVNBTK,J,F,<rshift>,1,725,T2_4574_sternberg.csv,6,129,SCVTLG,S,T,<lshift>,1,644
T0_4574_sternberg,6,130,BDKSHF,N,F,<rshift>,1,1610,T1_4574_sternberg,6,130,RVNBTK,H,F,<rshift>,1,1320,T2_4574_sternberg.csv,6,130,SCVTLG,P,F,<rshift>,1,950
T0_4574_sternberg,6,131,BDKSHF,C,F,<rshift>,1,1190,T1_4574_sternberg,6,131,RVNBTK,H,F,<rshift>,1,457,T2_4574_sternberg.csv,6,131,SCVTLG,Q,F,<rshift>,1,1429
T0_4574_sternberg,6,132,BDKSHF,R,F,<rshift>,1,1053,T1_4574_sternberg,6,132,RVNBTK,V,T,<lshift>,1,902,T2_4574_sternberg.csv,6,132,SCVTLG,W,F,<rshift>,1,982
T0_4574_sternberg,6,133,BDKSHF,M,F,<rshift>,1,1233,T1_4574_sternberg,6,133,RVNBTK,M,F,<rshift>,1,887,T2_4574_sternberg.csv,6,133,SCVTLG,C,T,<lshift>,1,594
T0_4574_sternberg,6,134,BDKSHF,B,T,<lshift>,1,603,T1_4574_sternberg,6,134,RVNBTK,N,T,<lshift>,1,564,T2_4574_sternberg.csv,6,134,SCVTLG,L,T,<lshift>,1,954
T0_4574_sternberg,6,135,BDKSHF,V,F,<rshift>,1,1345,T1_4574_sternberg,6,135,RVNBTK,K,T,<lshift>,1,694,T2_4574_sternberg.csv,6,135,SCVTLG,B,F,<rshift>,1,813
T0_4574_sternberg,6,136,BDKSHF,Z,F,<rshift>,1,1615,T1_4574_sternberg,6,136,RVNBTK,F,F,<rshift>,1,1129,T2_4574_sternberg.csv,6,136,SCVTLG,L,T,<lshift>,1,524
T0_4574_sternberg,6,137,BDKSHF,K,T,<lshift>,1,652,T1_4574_sternberg,6,137,RVNBTK,R,T,<lshift>,1,793,T2_4574_sternberg.csv,6,137,SCVTLG,S,T,<lshift>,1,641
T0_4574_sternberg,6,138,BDKSHF,D,T,<lshift>,1,650,T1_4574_sternberg,6,138,RVNBTK,B,T,<lshift>,1,1647,T2_4574_sternberg.csv,6,138,SCVTLG,T,T,<lshift>,1,746
T0_4574_sternberg,6,139,BDKSHF,H,T,<lshift>,1,1856,T1_4574_sternberg,6,139,RVNBTK,T,T,<lshift>,1,481,T2_4574_sternberg.csv,6,139,SCVTLG,K,F,<rshift>,1,753
T0_4574_sternberg,6,140,BDKSHF,L,F,<rshift>,1,1281,T1_4574_sternberg,6,140,RVNBTK,J,F,<rshift>,1,1358,T2_4574_sternberg.csv,6,140,SCVTLG,V,T,<lshift>,1,604
T0_4574_sternberg,6,141,BDKSHF,K,T,<lshift>,1,628,T1_4574_sternberg,6,141,RVNBTK,T,T,<lshift>,1,562,T2_4574_sternberg.csv,6,141,SCVTLG,N,F,<rshift>,1,832
T0_4574_sternberg,6,142,BDKSHF,S,T,<lshift>,1,546,T1_4574_sternberg,6,142,RVNBTK,P,F,<rshift>,1,1052,T2_4574_sternberg.csv,6,142,SCVTLG,T,T,<lshift>,1,623
T0_4574_sternberg,6,143,BDKSHF,V,F,<rshift>,1,614,T1_4574_sternberg,6,143,RVNBTK,S,F,<rshift>,1,1392,T2_4574_sternberg.csv,6,143,SCVTLG,G,T,<lshift>,1,556
T0_4574_sternberg,6,144,BDKSHF,H,T,<lshift>,1,762,T1_4574_sternberg,6,144,RVNBTK,F,F,<rshift>,1,910,T2_4574_sternberg.csv,6,144,SCVTLG,K,F,<rshift>,1,950
T0_4574_sternberg,6,145,BDKSHF,Q,F,<rshift>,1,1021,T1_4574_sternberg,6,145,RVNBTK,N,T,<lshift>,1,1739,T2_4574_sternberg.csv,6,145,SCVTLG,C,T,<lshift>,1,471
T0_4574_sternberg,6,146,BDKSHF,K,T,<lshift>,1,914,T1_4574_sternberg,6,146,RVNBTK,J,F,<rshift>,1,1457,T2_4574_sternberg.csv,6,146,SCVTLG,T,T,<lshift>,1,931
T0_4574_sternberg,6,147,BDKSHF,T,F,<rshift>,1,685,T1_4574_sternberg,6,147,RVNBTK,K,T,<lshift>,1,749,T2_4574_sternberg.csv,6,147,SCVTLG,K,F,<rshift>,1,543
T0_4574_sternberg,6,148,BDKSHF,H,T,<lshift>,1,680,T1_4574_sternberg,6,148,RVNBTK,C,F,<rshift>,1,1074,T2_4574_sternberg.csv,6,148,SCVTLG,T,T,<lshift>,1,427
T0_4574_sternberg,6,149,BDKSHF,Q,F,<rshift>,1,1755,T1_4574_sternberg,6,149,RVNBTK,R,T,<lshift>,1,723,T2_4574_sternberg.csv,6,149,SCVTLG,C,T,<lshift>,1,631
T0_4574_sternberg,6,150,BDKSHF,K,T,<lshift>,1,2627,T1_4574_sternberg,6,150,RVNBTK,Z,F,<rshift>,1,554,T2_4574_sternberg.csv,6,150,SCVTLG,V,T,<lshift>,1,706
T0_4574_sternberg,2,151,PQ,Q,T,<lshift>,1,610,T1_4574_sternberg,2,151,GZ,M,F,<rshift>,1,798,T2_4574_sternberg.csv,2,151,KV,P,F,<rshift>,1,731
T0_4574_sternberg,2,152,PQ,Z,F,<rshift>,1,648,T1_4574_sternberg,2,152,GZ,Z,T,<lshift>,1,482,T2_4574_sternberg.csv,2,152,KV,K,T,<lshift>,1,509
T0_4574_sternberg,2,153,PQ,V,F,<rshift>,1,834,T1_4574_sternberg,2,153,GZ,Z,T,<lshift>,1,354,T2_4574_sternberg.csv,2,153,KV,V,T,<lshift>,1,405
T0_4574_sternberg,2,154,PQ,P,T,<lshift>,1,493,T1_4574_sternberg,2,154,GZ,G,T,<lshift>,1,450,T2_4574_sternberg.csv,2,154,KV,W,F,<rshift>,1,471
T0_4574_sternberg,2,155,PQ,P,T,<lshift>,1,501,T1_4574_sternberg,2,155,GZ,Z,T,<lshift>,1,502,T2_4574_sternberg.csv,2,155,KV,K,T,<lshift>,1,433
T0_4574_sternberg,2,156,PQ,S,F,<rshift>,1,547,T1_4574_sternberg,2,156,GZ,Z,T,<lshift>,1,328,T2_4574_sternberg.csv,2,156,KV,V,T,<lshift>,1,519
T0_4574_sternberg,2,157,PQ,Q,T,<lshift>,1,397,T1_4574_sternberg,2,157,GZ,D,F,<rshift>,1,530,T2_4574_sternberg.csv,2,157,KV,R,F,<rshift>,1,627
T0_4574_sternberg,2,158,PQ,W,F,<rshift>,1,757,T1_4574_sternberg,2,158,GZ,B,F,<rshift>,1,497,T2_4574_sternberg.csv,2,158,KV,W,F,<rshift>,1,613
T0_4574_sternberg,2,159,PQ,P,T,<lshift>,1,384,T1_4574_sternberg,2,159,GZ,D,F,<rshift>,1,486,T2_4574_sternberg.csv,2,159,KV,L,F,<rshift>,1,655
T0_4574_sternberg,2,160,PQ,B,F,<rshift>,1,548,T1_4574_sternberg,2,160,GZ,Z,T,<lshift>,1,472,T2_4574_sternberg.csv,2,160,KV,K,T,<lshift>,1,474
T0_4574_sternberg,2,161,PQ,P,T,<lshift>,1,377,T1_4574_sternberg,2,161,GZ,Z,T,<lshift>,1,323,T2_4574_sternberg.csv,2,161,KV,F,F,<rshift>,1,437
T0_4574_sternberg,2,162,PQ,G,F,<rshift>,1,509,T1_4574_sternberg,2,162,GZ,B,F,<rshift>,1,457,T2_4574_sternberg.csv,2,162,KV,S,F,<rshift>,1,473
T0_4574_sternberg,2,163,PQ,Q,T,<lshift>,1,398,T1_4574_sternberg,2,163,GZ,T,F,<rshift>,1,597,T2_4574_sternberg.csv,2,163,KV,K,T,<lshift>,1,471
T0_4574_sternberg,2,164,PQ,J,F,<rshift>,1,834,T1_4574_sternberg,2,164,GZ,W,F,<rshift>,1,399,T2_4574_sternberg.csv,2,164,KV,G,F,<rshift>,1,353
T0_4574_sternberg,2,165,PQ,P,T,<lshift>,1,466,T1_4574_sternberg,2,165,GZ,V,F,<rshift>,1,339,T2_4574_sternberg.csv,2,165,KV,Z,F,<rshift>,1,511
T0_4574_sternberg,2,166,PQ,R,F,<rshift>,1,516,T1_4574_sternberg,2,166,GZ,G,T,<lshift>,1,595,T2_4574_sternberg.csv,2,166,KV,V,T,<lshift>,1,376
T0_4574_sternberg,2,167,PQ,P,T,<lshift>,1,366,T1_4574_sternberg,2,167,GZ,Z,T,<lshift>,1,509,T2_4574_sternberg.csv,2,167,KV,N,F,<rshift>,1,387
T0_4574_sternberg,2,168,PQ,P,T,<lshift>,1,405,T1_4574_sternberg,2,168,GZ,K,F,<rshift>,1,544,T2_4574_sternberg.csv,2,168,KV,K,T,<lshift>,1,514
T0_4574_sternberg,2,169,PQ,Q,T,<rshift>,0,447,T1_4574_sternberg,2,169,GZ,Z,T,<lshift>,1,464,T2_4574_sternberg.csv,2,169,KV,K,T,<lshift>,1,510
T0_4574_sternberg,2,170,PQ,P,T,<lshift>,1,600,T1_4574_sternberg,2,170,GZ,G,T,<lshift>,1,561,T2_4574_sternberg.csv,2,170,KV,V,T,<lshift>,1,473
T0_4574_sternberg,2,171,PQ,Q,T,<lshift>,1,469,T1_4574_sternberg,2,171,GZ,V,F,<rshift>,1,616,T2_4574_sternberg.csv,2,171,KV,K,T,<lshift>,1,470
T0_4574_sternberg,2,172,PQ,C,F,<rshift>,1,622,T1_4574_sternberg,2,172,GZ,Z,T,<lshift>,1,429,T2_4574_sternberg.csv,2,172,KV,K,T,<lshift>,1,535
T0_4574_sternberg,2,173,PQ,G,F,<rshift>,1,1060,T1_4574_sternberg,2,173,GZ,K,F,<rshift>,1,439,T2_4574_sternberg.csv,2,173,KV,V,T,<lshift>,1,467
T0_4574_sternberg,2,174,PQ,V,F,<rshift>,1,520,T1_4574_sternberg,2,174,GZ,Z,T,<lshift>,1,446,T2_4574_sternberg.csv,2,174,KV,V,T,<lshift>,1,450
T0_4574_sternberg,2,175,PQ,P,T,<lshift>,1,597,T1_4574_sternberg,2,175,GZ,L,F,<rshift>,1,409,T2_4574_sternberg.csv,2,175,KV,G,F,<rshift>,1,534
T0_4574_sternberg,2,176,PQ,F,F,<rshift>,1,1114,T1_4574_sternberg,2,176,GZ,Z,T,<lshift>,1,679,T2_4574_sternberg.csv,2,176,KV,S,F,<lshift>,0,450
T0_4574_sternberg,2,177,PQ,H,F,<rshift>,1,668,T1_4574_sternberg,2,177,GZ,R,F,<rshift>,1,586,T2_4574_sternberg.csv,2,177,KV,K,T,<lshift>,1,697
T0_4574_sternberg,2,178,PQ,Q,T,<lshift>,1,437,T1_4574_sternberg,2,178,GZ,G,T,<lshift>,1,502,T2_4574_sternberg.csv,2,178,KV,K,T,<lshift>,1,357
T0_4574_sternberg,2,179,PQ,P,T,<lshift>,1,732,T1_4574_sternberg,2,179,GZ,F,F,<rshift>,1,472,T2_4574_sternberg.csv,2,179,KV,T,F,<rshift>,1,523
T0_4574_sternberg,2,180,PQ,G,F,<rshift>,1,558,T1_4574_sternberg,2,180,GZ,Z,T,<lshift>,1,555,T2_4574_sternberg.csv,2,180,KV,K,T,<lshift>,1,520
T0_4574_sternberg,2,181,PQ,R,F,<rshift>,1,633,T1_4574_sternberg,2,181,GZ,L,F,<rshift>,1,350,T2_4574_sternberg.csv,2,181,KV,V,T,<lshift>,1,535
T0_4574_sternberg,2,182,PQ,K,F,<rshift>,1,459,T1_4574_sternberg,2,182,GZ,L,F,<rshift>,1,560,T2_4574_sternberg.csv,2,182,KV,W,F,<rshift>,1,448
T0_4574_sternberg,2,183,PQ,R,F,<rshift>,1,560,T1_4574_sternberg,2,183,GZ,K,F,<rshift>,1,502,T2_4574_sternberg.csv,2,183,KV,D,F,<rshift>,1,551
T0_4574_sternberg,2,184,PQ,P,T,<lshift>,1,469,T1_4574_sternberg,2,184,GZ,G,T,<lshift>,1,620,T2_4574_sternberg.csv,2,184,KV,K,T,<lshift>,1,541
T0_4574_sternberg,2,185,PQ,C,F,<rshift>,1,916,T1_4574_sternberg,2,185,GZ,S,F,<rshift>,1,504,T2_4574_sternberg.csv,2,185,KV,W,F,<rshift>,1,461
T0_4574_sternberg,2,186,PQ,P,T,<lshift>,1,682,T1_4574_sternberg,2,186,GZ,K,F,<rshift>,1,535,T2_4574_sternberg.csv,2,186,KV,G,F,<rshift>,1,541
T0_4574_sternberg,2,187,PQ,B,F,<rshift>,1,541,T1_4574_sternberg,2,187,GZ,Z,T,<lshift>,1,632,T2_4574_sternberg.csv,2,187,KV,H,F,<rshift>,1,428
T0_4574_sternberg,2,188,PQ,P,T,<lshift>,1,398,T1_4574_sternberg,2,188,GZ,H,F,<rshift>,1,624,T2_4574_sternberg.csv,2,188,KV,V,T,<lshift>,1,428
T0_4574_sternberg,2,189,PQ,D,F,<rshift>,1,619,T1_4574_sternberg,2,189,GZ,L,F,<rshift>,1,470,T2_4574_sternberg.csv,2,189,KV,G,F,<rshift>,1,381
T0_4574_sternberg,2,190,PQ,S,F,<rshift>,1,900,T1_4574_sternberg,2,190,GZ,G,T,<lshift>,1,480,T2_4574_sternberg.csv,2,190,KV,D,F,<rshift>,1,489
T0_4574_sternberg,2,191,PQ,B,F,<rshift>,1,533,T1_4574_sternberg,2,191,GZ,G,T,<lshift>,1,370,T2_4574_sternberg.csv,2,191,KV,V,T,<lshift>,1,521
T0_4574_sternberg,2,192,PQ,P,T,<lshift>,1,582,T1_4574_sternberg,2,192,GZ,T,F,<rshift>,1,741,T2_4574_sternberg.csv,2,192,KV,S,F,<rshift>,1,450
T0_4574_sternberg,2,193,PQ,P,T,<lshift>,1,553,T1_4574_sternberg,2,193,GZ,F,F,<rshift>,1,576,T2_4574_sternberg.csv,2,193,KV,V,T,<lshift>,1,462
T0_4574_sternberg,2,194,PQ,T,F,<rshift>,1,884,T1_4574_sternberg,2,194,GZ,K,F,<rshift>,1,654,T2_4574_sternberg.csv,2,194,KV,V,T,<lshift>,1,469
T0_4574_sternberg,2,195,PQ,K,F,<rshift>,1,618,T1_4574_sternberg,2,195,GZ,Q,F,<rshift>,1,551,T2_4574_sternberg.csv,2,195,KV,V,T,<lshift>,1,369
T0_4574_sternberg,2,196,PQ,P,T,<lshift>,1,539,T1_4574_sternberg,2,196,GZ,G,T,<lshift>,1,663,T2_4574_sternberg.csv,2,196,KV,L,F,<rshift>,1,571
T0_4574_sternberg,2,197,PQ,Q,T,<lshift>,1,517,T1_4574_sternberg,2,197,GZ,Z,T,<lshift>,1,560,T2_4574_sternberg.csv,2,197,KV,K,T,<lshift>,1,473
T0_4574_sternberg,2,198,PQ,Q,T,<lshift>,1,498,T1_4574_sternberg,2,198,GZ,Z,T,<lshift>,1,392,T2_4574_sternberg.csv,2,198,KV,Q,F,<rshift>,1,440
T0_4574_sternberg,2,199,PQ,Q,T,<lshift>,1,572,T1_4574_sternberg,2,199,GZ,G,T,<lshift>,1,531,T2_4574_sternberg.csv,2,199,KV,F,F,<rshift>,1,519
T0_4574_sternberg,2,200,PQ,T,F,<rshift>,1,580,T1_4574_sternberg,2,200,GZ,G,T,<lshift>,1,392,T2_4574_sternberg.csv,2,200,KV,G,F,<rshift>,1,440
T0_4574_sternberg,4,201,JTHR,C,F,<rshift>,1,1056,T1_4574_sternberg,4,201,FVHQ,Q,T,<lshift>,1,700,T2_4574_sternberg.csv,4,201,BCNH,K,F,<rshift>,1,822
T0_4574_sternberg,4,202,JTHR,L,F,<rshift>,1,651,T1_4574_sternberg,4,202,FVHQ,D,F,<rshift>,1,672,T2_4574_sternberg.csv,4,202,BCNH,C,T,<lshift>,1,592
T0_4574_sternberg,4,203,JTHR,J,T,<lshift>,1,754,T1_4574_sternberg,4,203,FVHQ,F,T,<lshift>,1,431,T2_4574_sternberg.csv,4,203,BCNH,C,T,<lshift>,1,360
T0_4574_sternberg,4,204,JTHR,Q,F,<rshift>,1,1147,T1_4574_sternberg,4,204,FVHQ,J,F,<rshift>,1,634,T2_4574_sternberg.csv,4,204,BCNH,C,T,<lshift>,1,360
T0_4574_sternberg,4,205,JTHR,L,F,<rshift>,1,1007,T1_4574_sternberg,4,205,FVHQ,G,F,<rshift>,1,1391,T2_4574_sternberg.csv,4,205,BCNH,N,T,<lshift>,1,582
T0_4574_sternberg,4,206,JTHR,J,T,<lshift>,1,578,T1_4574_sternberg,4,206,FVHQ,Q,T,<lshift>,1,639,T2_4574_sternberg.csv,4,206,BCNH,R,F,<rshift>,1,593
T0_4574_sternberg,4,207,JTHR,N,F,<rshift>,1,815,T1_4574_sternberg,4,207,FVHQ,Z,F,<rshift>,1,976,T2_4574_sternberg.csv,4,207,BCNH,L,F,<rshift>,1,607
T0_4574_sternberg,4,208,JTHR,K,F,<rshift>,1,914,T1_4574_sternberg,4,208,FVHQ,D,F,<rshift>,1,482,T2_4574_sternberg.csv,4,208,BCNH,H,T,<lshift>,1,521
T0_4574_sternberg,4,209,JTHR,J,T,<lshift>,1,638,T1_4574_sternberg,4,209,FVHQ,H,T,<rshift>,0,660,T2_4574_sternberg.csv,4,209,BCNH,W,F,<rshift>,1,460
T0_4574_sternberg,4,210,JTHR,R,T,<lshift>,1,868,T1_4574_sternberg,4,210,FVHQ,Z,F,<rshift>,1,1364,T2_4574_sternberg.csv,4,210,BCNH,Z,F,<rshift>,1,666
T0_4574_sternberg,4,211,JTHR,R,T,<lshift>,1,495,T1_4574_sternberg,4,211,FVHQ,H,T,<lshift>,1,639,T2_4574_sternberg.csv,4,211,BCNH,S,F,<lshift>,0,461
T0_4574_sternberg,4,212,JTHR,L,F,<rshift>,1,765,T1_4574_sternberg,4,212,FVHQ,H,T,<lshift>,1,381,T2_4574_sternberg.csv,4,212,BCNH,L,F,<rshift>,1,654
T0_4574_sternberg,4,213,JTHR,R,T,<lshift>,1,670,T1_4574_sternberg,4,213,FVHQ,B,F,<rshift>,1,717,T2_4574_sternberg.csv,4,213,BCNH,T,F,<rshift>,1,555
T0_4574_sternberg,4,214,JTHR,S,F,<rshift>,1,1298,T1_4574_sternberg,4,214,FVHQ,F,T,<lshift>,1,515,T2_4574_sternberg.csv,4,214,BCNH,C,T,<lshift>,1,583
T0_4574_sternberg,4,215,JTHR,M,F,<rshift>,1,1174,T1_4574_sternberg,4,215,FVHQ,P,F,<rshift>,1,506,T2_4574_sternberg.csv,4,215,BCNH,W,F,<rshift>,1,486
T0_4574_sternberg,4,216,JTHR,N,F,<rshift>,1,583,T1_4574_sternberg,4,216,FVHQ,B,F,<rshift>,1,1328,T2_4574_sternberg.csv,4,216,BCNH,H,T,<lshift>,1,500
T0_4574_sternberg,4,217,JTHR,T,T,<lshift>,1,1023,T1_4574_sternberg,4,217,FVHQ,S,F,<rshift>,1,745,T2_4574_sternberg.csv,4,217,BCNH,B,T,<lshift>,1,573
T0_4574_sternberg,4,218,JTHR,V,F,<rshift>,1,1445,T1_4574_sternberg,4,218,FVHQ,V,T,<lshift>,1,510,T2_4574_sternberg.csv,4,218,BCNH,H,T,<lshift>,1,542
T0_4574_sternberg,4,219,JTHR,T,T,<lshift>,1,550,T1_4574_sternberg,4,219,FVHQ,S,F,<rshift>,1,1085,T2_4574_sternberg.csv,4,219,BCNH,M,F,<rshift>,1,581
T0_4574_sternberg,4,220,JTHR,J,T,<lshift>,1,918,T1_4574_sternberg,4,220,FVHQ,Q,T,<lshift>,1,551,T2_4574_sternberg.csv,4,220,BCNH,J,F,<rshift>,1,619
T0_4574_sternberg,4,221,JTHR,H,T,<lshift>,1,620,T1_4574_sternberg,4,221,FVHQ,Q,T,<lshift>,1,421,T2_4574_sternberg.csv,4,221,BCNH,L,F,<rshift>,1,650
T0_4574_sternberg,4,222,JTHR,B,F,<rshift>,1,978,T1_4574_sternberg,4,222,FVHQ,V,T,<lshift>,1,606,T2_4574_sternberg.csv,4,222,BCNH,B,T,<lshift>,1,561
T0_4574_sternberg,4,223,JTHR,H,T,<lshift>,1,688,T1_4574_sternberg,4,223,FVHQ,L,F,<rshift>,1,661,T2_4574_sternberg.csv,4,223,BCNH,L,F,<rshift>,1,468
T0_4574_sternberg,4,224,JTHR,R,T,<lshift>,1,845,T1_4574_sternberg,4,224,FVHQ,V,T,<lshift>,1,658,T2_4574_sternberg.csv,4,224,BCNH,C,T,<lshift>,1,543
T0_4574_sternberg,4,225,JTHR,T,T,<lshift>,1,977,T1_4574_sternberg,4,225,FVHQ,T,F,<rshift>,1,791,T2_4574_sternberg.csv,4,225,BCNH,Q,F,<rshift>,1,503
T0_4574_sternberg,4,226,JTHR,F,F,<rshift>,1,1493,T1_4574_sternberg,4,226,FVHQ,Q,T,<lshift>,1,633,T2_4574_sternberg.csv,4,226,BCNH,C,T,<lshift>,1,650
T0_4574_sternberg,4,227,JTHR,T,T,<lshift>,1,589,T1_4574_sternberg,4,227,FVHQ,V,T,<lshift>,1,1067,T2_4574_sternberg.csv,4,227,BCNH,Z,F,<rshift>,1,482
T0_4574_sternberg,4,228,JTHR,J,T,<lshift>,1,508,T1_4574_sternberg,4,228,FVHQ,K,F,<rshift>,1,949,T2_4574_sternberg.csv,4,228,BCNH,N,T,<lshift>,1,429
T0_4574_sternberg,4,229,JTHR,D,F,<rshift>,1,886,T1_4574_sternberg,4,229,FVHQ,Q,T,<lshift>,1,530,T2_4574_sternberg.csv,4,229,BCNH,L,F,<rshift>,1,532
T0_4574_sternberg,4,230,JTHR,H,T,<lshift>,1,466,T1_4574_sternberg,4,230,FVHQ,C,F,<rshift>,1,1248,T2_4574_sternberg.csv,4,230,BCNH,H,T,<lshift>,1,442
T0_4574_sternberg,4,231,JTHR,L,F,<rshift>,1,666,T1_4574_sternberg,4,231,FVHQ,C,F,<rshift>,1,453,T2_4574_sternberg.csv,4,231,BCNH,C,T,<lshift>,1,622
T0_4574_sternberg,4,232,JTHR,J,T,<lshift>,1,641,T1_4574_sternberg,4,232,FVHQ,F,T,<lshift>,1,746,T2_4574_sternberg.csv,4,232,BCNH,C,T,<lshift>,1,351
T0_4574_sternberg,4,233,JTHR,K,F,<rshift>,1,1060,T1_4574_sternberg,4,233,FVHQ,F,T,<lshift>,1,357,T2_4574_sternberg.csv,4,233,BCNH,H,T,<lshift>,1,575
T0_4574_sternberg,4,234,JTHR,C,F,<rshift>,1,999,T1_4574_sternberg,4,234,FVHQ,H,T,<lshift>,1,773,T2_4574_sternberg.csv,4,234,BCNH,Q,F,<rshift>,1,522
T0_4574_sternberg,4,235,JTHR,H,T,<lshift>,1,978,T1_4574_sternberg,4,235,FVHQ,M,F,<rshift>,1,624,T2_4574_sternberg.csv,4,235,BCNH,C,T,<lshift>,1,388
T0_4574_sternberg,4,236,JTHR,F,F,<rshift>,1,1086,T1_4574_sternberg,4,236,FVHQ,F,T,<lshift>,1,490,T2_4574_sternberg.csv,4,236,BCNH,G,F,<rshift>,1,718
T0_4574_sternberg,4,237,JTHR,F,F,<rshift>,1,676,T1_4574_sternberg,4,237,FVHQ,B,F,<rshift>,1,684,T2_4574_sternberg.csv,4,237,BCNH,H,T,<lshift>,1,544
T0_4574_sternberg,4,238,JTHR,R,T,<lshift>,1,570,T1_4574_sternberg,4,238,FVHQ,V,T,<lshift>,1,421,T2_4574_sternberg.csv,4,238,BCNH,Q,F,<rshift>,1,943
T0_4574_sternberg,4,239,JTHR,N,F,<rshift>,1,525,T1_4574_sternberg,4,239,FVHQ,G,F,<rshift>,1,610,T2_4574_sternberg.csv,4,239,BCNH,S,F,<rshift>,1,696
T0_4574_sternberg,4,240,JTHR,T,T,<lshift>,1,806,T1_4574_sternberg,4,240,FVHQ,N,F,<rshift>,1,922,T2_4574_sternberg.csv,4,240,BCNH,M,F,<rshift>,1,734
T0_4574_sternberg,4,241,JTHR,F,F,<rshift>,1,2543,T1_4574_sternberg,4,241,FVHQ,Q,T,<lshift>,1,684,T2_4574_sternberg.csv,4,241,BCNH,G,F,<rshift>,1,761
T0_4574_sternberg,4,242,JTHR,T,T,<lshift>,1,706,T1_4574_sternberg,4,242,FVHQ,W,F,<rshift>,1,1285,T2_4574_sternberg.csv,4,242,BCNH,C,T,<lshift>,1,586
T0_4574_sternberg,4,243,JTHR,R,T,<lshift>,1,664,T1_4574_sternberg,4,243,FVHQ,L,F,<rshift>,1,1429,T2_4574_sternberg.csv,4,243,BCNH,N,T,<lshift>,1,501
T0_4574_sternberg,4,244,JTHR,Z,F,<rshift>,1,674,T1_4574_sternberg,4,244,FVHQ,H,T,<lshift>,1,713,T2_4574_sternberg.csv,4,244,BCNH,N,T,<lshift>,1,428
T0_4574_sternberg,4,245,JTHR,D,F,<rshift>,1,866,T1_4574_sternberg,4,245,FVHQ,V,T,<lshift>,1,510,T2_4574_sternberg.csv,4,245,BCNH,H,T,<lshift>,1,526
T0_4574_sternberg,4,246,JTHR,D,F,<rshift>,1,447,T1_4574_sternberg,4,246,FVHQ,Q,T,<lshift>,1,570,T2_4574_sternberg.csv,4,246,BCNH,T,F,<rshift>,1,523
T0_4574_sternberg,4,247,JTHR,R,T,<lshift>,1,559,T1_4574_sternberg,4,247,FVHQ,M,F,<rshift>,1,674,T2_4574_sternberg.csv,4,247,BCNH,M,F,<rshift>,1,508
T0_4574_sternberg,4,248,JTHR,H,T,<lshift>,1,2163,T1_4574_sternberg,4,248,FVHQ,J,F,<rshift>,1,614,T2_4574_sternberg.csv,4,248,BCNH,S,F,<rshift>,1,656
T0_4574_sternberg,4,249,JTHR,H,T,<lshift>,1,487,T1_4574_sternberg,4,249,FVHQ,Q,T,<lshift>,1,506,T2_4574_sternberg.csv,4,249,BCNH,B,T,<lshift>,1,523
T0_4574_sternberg,4,250,JTHR,K,F,<rshift>,1,902,T1_4574_sternberg,4,250,FVHQ,W,F,<rshift>,1,628,T2_4574_sternberg.csv,4,250,BCNH,N,T,<lshift>,1,592
T0_4574_sternberg,6,251,BDKSHF,F,T,<lshift>,1,796,T1_4574_sternberg,6,251,RVNBTK,K,T,<lshift>,1,687,T2_4574_sternberg.csv,6,251,SCVTLG,R,F,<rshift>,1,860
T0_4574_sternberg,6,252,BDKSHF,Z,F,<rshift>,1,587,T1_4574_sternberg,6,252,RVNBTK,T,T,<lshift>,1,799,T2_4574_sternberg.csv,6,252,SCVTLG,Q,F,<rshift>,1,677
T0_4574_sternberg,6,253,BDKSHF,B,T,<lshift>,1,582,T1_4574_sternberg,6,253,RVNBTK,R,T,<lshift>,1,648,T2_4574_sternberg.csv,6,253,SCVTLG,T,T,<lshift>,1,735
T0_4574_sternberg,6,254,BDKSHF,W,F,<rshift>,1,2254,T1_4574_sternberg,6,254,RVNBTK,C,F,<rshift>,1,590,T2_4574_sternberg.csv,6,254,SCVTLG,Q,F,<rshift>,1,598
T0_4574_sternberg,6,255,BDKSHF,G,F,<rshift>,1,1119,T1_4574_sternberg,6,255,RVNBTK,J,F,<rshift>,1,953,T2_4574_sternberg.csv,6,255,SCVTLG,Z,F,<rshift>,1,1206
T0_4574_sternberg,6,256,BDKSHF,K,T,<lshift>,1,659,T1_4574_sternberg,6,256,RVNBTK,R,T,<lshift>,1,609,T2_4574_sternberg.csv,6,256,SCVTLG,V,T,<rshift>,0,738
T0_4574_sternberg,6,257,BDKSHF,K,T,<lshift>,1,408,T1_4574_sternberg,6,257,RVNBTK,N,T,<lshift>,1,701,T2_4574_sternberg.csv,6,257,SCVTLG,T,T,<lshift>,1,825
